-0.316945,-0.674365
0.312735,0.181144
1.470216,1.924978
2.403148,2.451791
1.888937,4.266045
3.195024,3.794229
1.560536,3.017927
2.594598,4.065607
5.206866,5.261535
3.871352,6.319331
5.369301,6.177866
5.196972,6.811475
7.193898,5.761298
4.432276,6.812504
6.938465,8.602708
6.417625,11.044880
7.898069,10.085334
6.086527,10.346299
9.243529,9.934989
11.259342,11.690543
10.262890,11.853601
9.335122,13.587155
9.277397,11.750359
10.595751,13.845092
10.088238,14.405007
12.612955,14.297039
11.802946,15.181004
12.680898,15.331467
12.273660,18.177477
12.529431,15.663691
15.865499,16.464140
13.561673,18.001890
14.898112,18.208606
15.308281,18.567370
15.808584,18.287999
16.341559,19.445914
16.437344,21.617063
16.239622,22.282582
18.882222,21.584839
18.984881,24.068112
18.468893,23.561287
18.338883,24.776786
19.695764,23.187653
21.266619,25.611016
19.438975,26.589365
20.415990,25.543015
21.085943,27.113606
21.035806,27.889014
23.138796,28.466813
22.190177,26.595767
23.222997,29.930358
22.627807,28.638739
23.267366,29.799978
23.293794,32.444280
26.626886,31.908081
25.745823,31.884771
25.316249,31.757314
28.941689,31.737234
28.262916,31.634207
26.370209,33.284890
27.468950,36.493639
28.245456,36.030223
27.230071,36.296640
28.005519,36.674903
28.568062,38.267737
29.157390,38.638609
31.818389,39.882076
29.225510,37.533226
31.008272,38.150008
31.539148,39.191453
31.839270,39.491472
32.104265,40.098047
33.252177,40.398167
33.618019,40.836334
34.203842,42.199357
36.069932,43.416776
36.556070,44.431352
35.362609,42.947060
35.679527,42.729403
38.265230,45.942222
35.920170,45.871976
37.760852,45.296721
36.946674,47.273623
37.610665,49.608585
38.056637,46.800314
40.034761,48.348137
40.102750,48.129110
41.864863,51.760854
38.852227,51.291885
40.140325,50.970520
41.497735,50.147579
41.981720,52.480018
42.293845,53.053032
43.058946,52.174131
41.510197,52.279354
44.455155,56.207217
45.087870,56.143646
44.036942,56.332382
46.203037,55.717404
45.027735,56.472104
45.856417,55.608385
47.870785,57.053360
48.438003,57.608226
48.045029,57.832841
46.916821,59.264090
47.550316,60.799754
49.817879,60.653420
49.242582,60.784517
49.984911,61.109252
48.142706,60.648931
50.609682,63.292353
50.198960,61.865936
52.256824,65.253022
52.285921,65.021646
52.038224,65.886976
53.726763,64.388630
51.766209,66.207943
54.450403,66.764845
52.916711,68.390605
54.994582,69.021553
54.851098,69.544809
56.326833,69.096386
54.980317,70.923014
57.193849,70.338256
57.900823,70.885248
56.594359,72.039208
59.316659,70.474718
57.531981,72.630330
57.432125,71.605889
59.178943,74.487247
59.358352,73.279392
60.616391,74.415477
61.337504,75.989794
61.527734,77.193996
59.603481,77.833076
61.771953,76.831184
63.905289,78.994479
62.037193,78.499994
64.604183,77.786065
62.907491,79.351750
62.562973,80.039404
65.409474,79.188011
65.282021,80.078745
65.573267,81.454332
64.402132,82.745125
67.075449,82.399704
66.443142,81.833209
66.951512,83.761282
68.424453,83.065356
68.017102,83.749008
69.717229,86.034380
68.171287,85.533825
70.300898,86.871003
70.654498,87.433538
69.952636,87.971367
70.011569,88.859042
69.221701,89.367280
70.396288,91.039273
71.711864,91.035635
71.926953,90.968849
72.811395,91.542425
76.279225,91.090701
74.841026,92.672829
73.527760,92.221642
76.807758,93.546675
75.945755,93.440286
76.265866,95.267337
76.557821,95.137816
78.145024,95.781415
79.517076,96.322186
76.703665,95.572705
77.123443,97.606031
79.868717,97.164498
78.894126,99.866803
79.141858,96.976091
79.173314,99.196626
80.825524,99.672348
80.115765,100.017726
80.983642,102.559558
80.027045,102.355145
84.476306,102.078133
81.152619,102.997588
82.333951,103.166339
84.930500,105.464155
84.737449,105.045441
84.479973,105.254892
85.244140,104.871894
85.295474,106.191488
83.942289,107.098527
87.117383,107.884795
87.069825,106.997470
87.141744,108.508949
87.739400,108.924083
88.438135,109.342166
89.042230,110.406372
88.987372,110.455893
88.555886,113.241319
88.286217,112.592493
91.526949,112.348028
93.356394,113.408454
-0.535753,-1.496308
0.459529,0.053788
1.000543,1.166708
0.099186,4.356277
2.009736,1.921797
1.077624,3.113628
4.411789,3.774865
3.419943,2.282603
3.199349,2.264562
2.211616,4.797305
3.966415,3.718388
4.789465,6.695145
4.460041,7.050889
3.598484,6.517342
4.413163,5.546750
3.939912,7.700095
6.101068,7.401727
5.319412,8.189040
7.555488,9.872240
6.541011,8.646790
6.580956,9.329277
7.871359,8.686456
9.711457,12.254997
7.607298,11.437107
7.214781,11.729423
8.097444,14.215467
8.691280,13.111246
8.722292,14.294051
8.505820,11.824458
7.735837,15.883552
10.514600,14.132886
10.357522,13.926083
10.038923,15.246528
9.679310,14.115800
11.637092,16.929425
11.115573,17.460558
10.104252,19.144556
11.320629,18.279560
12.289004,20.407385
11.398471,20.543372
12.442751,20.200524
14.079678,19.406991
13.310057,21.664772
14.323474,21.701500
14.850149,22.185069
13.067908,23.685541
14.731963,23.002924
15.171100,24.632073
15.540344,22.952917
14.731831,23.898670
15.762339,23.723465
15.158065,24.418819
16.641138,23.946947
17.158922,26.671874
18.333583,24.855062
17.489274,27.288384
17.252673,25.561298
18.383289,28.043464
16.978889,26.533290
16.967099,27.315417
20.018554,28.652913
18.420602,29.708082
19.440602,29.666840
18.601387,29.331438
20.595681,30.958078
20.160786,30.268091
18.757184,32.847001
20.981506,31.234170
20.930405,33.674037
19.794122,31.875828
23.455374,34.134539
23.195157,34.803256
22.646933,36.389168
22.701419,35.556610
22.940197,36.948799
24.986301,37.076182
23.375105,35.975802
25.059367,37.846831
24.536180,36.701561
25.779577,38.157651
24.483981,40.097269
24.507980,38.477525
26.232390,39.293414
25.570691,37.898140
26.871247,39.290707
28.780011,39.284432
27.520454,41.800763
24.946558,41.871315
26.639401,41.581366
26.531961,42.788943
27.780865,43.511269
29.012911,43.549460
28.667993,45.263735
30.024821,44.205742
28.944514,44.986604
27.979511,46.026599
31.170098,45.856308
31.063268,46.041301
29.270442,46.394742
30.359760,47.882633
32.932786,48.346922
32.985018,47.809149
32.178690,47.789246
32.344369,49.174520
32.504021,50.527952
32.285446,49.992220
31.468681,50.462652
33.787753,49.586011
32.107575,52.603344
33.392283,52.124673
35.012907,54.647347
34.545555,53.819104
35.777201,54.466375
34.094664,54.401648
34.706643,56.293883
36.870461,54.123978
36.690476,55.097231
38.028969,55.385519
35.513089,57.309598
39.079255,57.294753
38.192886,56.550623
36.848253,58.043835
38.519697,56.016103
37.955644,58.574344
40.120180,58.539363
38.528500,58.814426
37.643112,59.281033
40.368525,61.455438
39.820604,60.732317
39.723289,62.909992
39.143252,61.393784
40.608899,63.511798
40.661559,60.990432
42.005707,63.460713
40.141943,62.370877
42.949200,63.867814
42.595603,65.761680
40.968567,66.794445
44.075570,65.659468
43.801935,66.306669
41.920821,65.713449
44.724402,68.218480
44.425905,68.835792
44.055279,68.837573
44.292341,69.213219
44.951475,69.893520
45.419777,69.541226
44.681422,70.022428
47.124193,70.527495
47.057088,71.506716
45.632421,70.854872
47.515692,72.914097
47.570672,72.426305
48.536730,74.090772
50.018659,72.709493
45.459485,73.253403
48.681695,76.355599
47.670856,74.192724
50.394810,75.391810
49.848348,75.946594
48.284845,75.945392
49.294584,77.101819
50.789118,77.173037
50.943333,76.687594
50.448852,79.252401
50.166325,78.780419
51.724953,78.897003
51.830936,79.184645
50.797671,79.558261
51.724727,80.678991
51.443225,80.817921
53.195179,80.292637
54.421747,81.516334
54.490224,82.914973
53.411142,83.687559
54.819211,85.350623
54.794586,84.494578
55.393883,84.329877
56.794478,85.413742
54.116855,85.566581
55.562305,84.954455
56.648672,85.073319
58.873783,86.759893
55.626035,86.778882
55.702771,86.599928
57.644505,87.656323
55.534778,87.467579
57.651679,88.414962
58.247408,91.370332
58.774054,91.152722
59.200555,91.379444
61.003337,92.636215
59.825851,91.781854
59.239539,92.853781
60.622997,93.683869
61.376452,91.288634
60.625681,93.845621
59.957717,93.129257
63.138203,94.687895
61.529358,95.576559
0.245601,-0.608951
2.725195,0.680377
0.737877,1.461764
-0.267703,1.608558
1.434511,2.799849
0.082551,4.934035
3.564269,2.598767
2.716902,6.576476
2.901709,3.911794
3.126634,6.847173
3.358806,7.661736
4.641421,6.656579
4.711463,6.083272
6.012239,8.447932
6.176068,8.870231
7.176108,8.538313
5.524938,8.509269
6.825836,9.894173
8.264156,9.823146
7.511452,10.186089
9.362255,12.286541
8.938903,11.002713
9.629517,12.151147
7.525921,11.455698
10.136402,15.965652
10.473589,13.905614
10.984985,15.561603
10.625419,15.264970
11.077456,16.438800
12.067968,15.527948
9.346776,16.068488
13.639578,16.316032
11.185492,18.138790
14.315783,17.750057
13.855178,20.415162
13.116451,20.743697
14.821510,20.317174
15.339627,20.569264
12.459552,21.810766
16.453587,23.802241
16.397654,21.756564
16.964175,21.599015
15.167825,23.180003
18.420142,25.499680
17.155148,25.539950
17.504824,26.991084
17.360444,26.257325
18.019058,25.685610
19.860809,26.512325
19.664568,28.303068
18.374284,28.153780
20.058117,28.864370
20.303402,29.476955
21.114285,31.681573
23.392525,30.313168
20.329081,31.968803
21.544711,32.455414
20.986562,31.699083
21.219540,32.534058
22.070551,34.514786
21.752795,33.140069
23.896909,34.071858
24.026041,36.234155
25.917747,34.776330
22.953698,35.500284
24.194361,37.082218
25.826613,36.693266
24.553726,38.269134
27.212982,37.045378
26.546251,38.425451
28.792792,38.200390
28.385230,40.853454
27.735472,41.594314
28.719702,40.894504
28.580762,42.339687
29.149319,43.272490
29.165026,42.908108
30.055773,45.709398
30.196225,44.639318
31.104128,43.887507
32.685087,46.418633
31.674059,45.264388
31.261625,46.839523
33.747507,46.177029
31.962654,45.962906
32.453509,46.714025
35.264314,49.351292
33.659396,48.749175
35.137108,49.924318
36.190774,51.434453
34.497475,50.866358
33.323971,48.909518
35.112159,52.451606
36.653456,54.400838
37.984546,52.535920
38.199983,54.941246
36.990847,53.597747
37.830186,55.627943
39.891095,53.010465
38.896976,56.309372
39.591603,55.507457
38.447262,56.291911
39.143990,59.811584
40.923296,56.911406
39.455426,58.540989
43.570854,56.450946
42.550491,61.433101
42.200480,61.328443
44.187574,61.529528
42.193809,62.043782
43.345588,61.159067
43.729440,62.793318
43.810109,63.550436
44.696863,62.782211
43.068814,63.765885
44.107101,64.013123
44.338734,65.363593
43.875682,66.929593
45.416352,65.766720
45.683220,65.952128
46.787614,67.841200
47.716705,67.595346
46.903609,68.462865
46.913336,68.897919
47.478659,71.000570
47.002235,69.748612
49.757800,71.317858
48.966871,72.046599
49.345458,71.842574
50.053235,73.158501
50.017011,74.979099
51.421555,73.027707
49.845041,75.902413
51.910897,75.330122
52.559545,75.794676
51.720401,77.874780
52.691102,76.403520
53.653438,76.426321
53.593308,78.239112
55.098164,79.154578
55.067259,78.702267
52.440556,79.594211
53.697502,80.356353
54.354395,81.158792
54.813159,82.521288
55.287002,80.503861
58.238646,82.226781
58.380600,82.373832
58.139321,83.642534
58.178069,83.746865
58.005385,84.954769
58.090306,85.578734
58.990779,86.063108
59.408981,84.566392
58.458429,87.193734
59.894517,88.916995
59.358226,88.102775
61.434642,89.278527
62.921214,90.374548
62.707222,91.143350
62.053931,91.015401
61.188727,88.693106
62.133637,90.434344
62.270181,91.059205
62.650955,90.780756
62.415522,93.732032
64.785671,92.037244
65.526760,93.227373
65.357309,93.179760
63.873391,95.172246
66.441220,95.611659
65.722518,96.378504
67.317965,97.211623
66.775415,96.458450
68.627406,100.259083
67.931277,97.427342
66.271224,100.744082
68.336794,99.496485
69.541592,100.557082
69.391249,100.666276
69.738612,102.067055
70.135684,102.177499
71.347817,102.571672
70.124682,103.347156
70.388044,103.295102
71.751681,104.458480
72.142596,105.111799
71.446669,105.198231
72.881773,105.804205
73.197966,105.159818
73.605454,106.151263
73.904970,108.067807
74.687122,107.474087
73.308291,108.748739
73.246636,110.501054
75.156786,110.296114
75.144428,110.903527
76.031089,111.322182
77.269457,110.718503
77.922747,112.920015
-0.643339,1.249977
-0.094598,-1.324522
0.087352,0.834590
0.842328,3.870743
1.321660,3.032276
3.315696,2.725501
2.793725,4.864089
2.235565,2.666873
5.304582,5.613304
4.525102,5.498500
5.541597,4.880481
5.142501,7.198779
7.188348,6.837448
7.940743,7.259483
6.635399,7.969667
7.888916,8.012407
7.347056,8.923078
8.742831,9.621711
8.800944,9.519210
6.788280,10.123098
10.602065,10.918624
9.280494,11.956660
8.865533,11.185360
9.400268,11.529640
10.933285,13.120586
10.070320,14.722278
10.697060,14.871535
12.657520,16.393126
12.291458,14.294308
13.369439,16.223714
14.433671,17.406328
13.387424,17.174166
15.729338,17.638418
15.363447,17.299222
14.389148,18.197892
17.755390,19.649989
17.066995,19.746787
15.707114,21.129327
16.459303,20.155081
17.557730,21.036686
18.594550,19.976721
20.699230,21.449634
17.881433,22.793056
20.668315,22.329588
19.488398,22.408683
19.661466,23.429154
22.084264,25.251252
21.362171,24.674148
22.121673,23.309348
20.714109,25.175657
23.471868,24.926445
23.414572,27.639914
22.803314,26.617260
23.145853,28.134262
22.888487,28.345166
23.968390,30.623571
25.142882,27.578253
26.052155,30.849257
27.085793,31.012240
26.340430,30.981113
26.538027,33.123171
26.600989,33.078936
24.876183,33.585848
29.134975,33.450378
28.599280,32.515380
30.912295,33.180222
30.155381,35.356319
27.520379,36.414426
29.363910,36.037162
29.089111,35.462256
30.671251,37.448662
31.315570,36.195974
32.412168,39.166519
31.417833,39.016218
33.133649,37.188862
33.332612,38.858987
32.834003,40.309930
34.473983,40.339440
34.631991,40.140891
35.474524,41.318734
34.585693,42.329470
36.737132,44.471497
36.445897,44.006869
37.714162,41.196860
37.041096,44.387591
36.583423,44.920496
38.249784,45.919244
38.022111,45.074468
38.440081,46.864163
38.540481,45.403999
39.292262,47.109786
39.558468,47.529119
38.609123,46.980759
40.818248,49.035742
42.587903,48.491620
43.171129,49.934098
40.592551,50.182397
42.337772,51.924074
42.757587,51.810017
44.268995,52.010988
43.964565,53.275046
44.253671,52.214437
45.565368,53.271961
43.691622,54.654551
45.033508,56.881469
46.896195,55.335577
47.381335,56.686132
45.532479,55.839159
45.301655,56.949485
48.151001,55.429867
48.885088,57.054822
48.525385,58.650155
50.798557,58.365002
51.542385,59.443188
47.593851,60.450692
49.654894,60.602609
52.279454,60.547013
52.533783,60.284689
53.210732,62.292823
51.133349,62.650472
53.446862,64.134008
51.886792,63.123711
53.168252,63.514267
53.773531,64.232922
53.928986,65.609889
54.029913,66.684160
56.245996,66.912887
57.813097,67.498635
56.469933,66.418211
57.427163,66.533184
57.309567,68.454166
58.907371,67.914341
57.439841,70.031709
57.970460,69.765991
59.007975,69.977172
59.027366,71.125786
60.234549,71.517459
61.888798,71.889006
61.185811,73.526987
61.421767,71.295391
61.910921,71.131915
63.127915,75.181274
63.416479,73.924630
61.819437,76.677740
62.821378,76.751168
64.115297,73.383730
64.981143,78.073351
63.755210,78.007765
65.252889,76.131442
64.575676,77.245623
65.425600,78.619921
65.281254,79.847107
66.019602,76.764349
67.760667,80.081354
68.004815,81.022154
68.001739,79.104213
68.190099,82.153850
69.643548,81.623477
69.876220,81.961817
66.435537,82.523620
71.466577,83.627263
68.851770,83.233561
74.148779,84.457975
71.080092,85.596772
72.571365,85.424268
71.333701,84.829420
73.507003,87.911353
74.113133,86.829140
73.834516,88.122192
75.598454,88.778429
75.592917,88.638422
76.063660,88.659099
75.200657,88.511679
76.127801,89.348701
77.253255,91.692213
77.694977,91.744269
76.605555,91.799083
78.320859,93.448104
78.219906,92.364270
78.409832,92.704279
79.220848,93.697796
79.621841,93.623235
80.951309,95.358327
80.062786,95.233629
80.907404,96.940952
82.062138,98.094883
82.243340,97.361499
81.163485,96.163058
81.432806,97.645458
82.641430,98.198302
82.529168,99.862531
82.432464,100.192063
82.338716,101.176022
83.904044,100.710332
