0.000000,4.538646,0.000000,5.656206
0.453831,4.538144,0.565595,5.655774
0.907648,4.538349,1.131199,5.656163
1.361481,4.538521,1.696782,5.655444
1.815324,4.538267,2.262322,5.655709
2.269131,4.538302,2.827909,5.655879
2.722975,4.538382,3.393469,5.655268
3.176841,4.538689,3.959005,5.655528
3.630734,4.539237,4.524555,5.655742
4.084671,4.539506,5.090150,5.656067
4.538615,4.539487,5.655739,5.655673
4.992560,4.539599,6.221295,5.655267
5.446515,4.539561,6.786819,5.655131
5.900496,4.540098,7.352311,5.654797
6.354506,4.540140,7.917802,5.654936
6.808475,4.539558,8.483297,5.655035
7.262442,4.539704,9.048779,5.654796
7.716426,4.539929,9.614266,5.654708
8.170412,4.539928,10.179786,5.655586
8.624427,4.540014,10.745336,5.655442
9.078420,4.539814,11.310867,5.655424
9.532422,4.540302,11.876420,5.655675
9.986450,4.540380,12.442009,5.656265
10.440493,4.540532,13.007606,5.655864
10.894575,4.541104,13.573182,5.655882
11.348696,4.541286,14.138766,5.655842
11.802841,4.541365,14.704363,5.655911
12.257010,4.541910,15.269942,5.655801
12.711208,4.541936,15.835517,5.655793
13.165365,4.541402,16.401081,5.655404
13.619496,4.541524,16.966611,5.655137
14.073680,4.541748,17.532136,5.655339
14.527858,4.541668,18.097671,5.655395
14.982046,4.541785,18.663236,5.655786
15.436229,4.541859,19.228826,5.655796
15.890389,4.541490,19.794415,5.656071
16.344524,4.541305,20.360031,5.655914
16.798670,4.541643,20.925604,5.655791
17.252807,4.541100,21.491176,5.655834
17.706935,4.541452,22.056728,5.655475
18.161080,4.541761,22.622278,5.655446
18.615249,4.541787,23.187783,5.654711
19.069416,4.541588,23.753250,5.654473
19.523589,4.541767,24.318693,5.654207
19.977753,4.541400,24.884125,5.654436
20.431891,4.541398,25.449555,5.654437
20.886050,4.541545,26.015038,5.655021
21.340196,4.541580,26.580547,5.655326
21.794365,4.541729,27.146045,5.654937
22.248520,4.541392,27.711546,5.655088
22.702627,4.540909,28.277078,5.655537
23.156729,4.541042,28.842634,5.655879
23.610846,4.541151,29.408225,5.656096
24.064956,4.541105,29.973837,5.655980
24.519041,4.540658,30.539445,5.655836
24.973082,4.540151,31.105021,5.655744
25.427069,4.539471,31.670615,5.655844
25.881047,4.539948,32.236225,5.656390
26.335046,4.539940,32.801871,5.656435
26.789039,4.539882,33.367520,5.656188
27.243014,4.539926,33.933136,5.656238
27.697011,4.539857,34.498788,5.656466
28.151000,4.539954,35.064456,5.656712
28.604996,4.540185,35.630132,5.656649
29.059031,4.540653,36.195783,5.656503
29.513093,4.540509,36.761459,5.656875
29.967151,4.540728,37.327154,5.657269
30.421233,4.540997,37.892905,5.657569
30.875342,4.540930,38.458613,5.656839
31.329469,4.541414,39.024300,5.656840
31.783606,4.541276,39.589988,5.656736
32.237764,4.541889,40.155689,5.657302
32.691964,4.542132,40.721409,5.656823
33.146189,4.542353,41.287072,5.656305
33.600434,4.542401,41.852710,5.656326
34.054680,4.542653,42.418359,5.656471
34.508947,4.542384,42.984014,5.656083
34.963139,4.541803,43.549623,5.656076
35.417351,4.542181,44.115252,5.656275
35.871582,4.542230,44.680883,5.656307
36.325768,4.541514,45.246488,5.656003
36.779898,4.541570,45.812089,5.655968
37.234060,4.541762,46.377695,5.656258
37.688262,4.542461,46.943318,5.656304
38.142516,4.542448,47.508919,5.655951
38.596787,4.542797,48.074510,5.655775
39.051037,4.542436,48.640067,5.655606
39.505262,4.542272,49.205627,5.655441
39.959476,4.541768,49.771178,5.655683
40.413642,4.541678,50.336714,5.655081
40.867817,4.541725,50.902241,5.655369
41.322004,4.541915,51.467795,5.655646
41.776172,4.541316,52.033379,5.655888
42.230324,4.541624,52.598970,5.655613
42.684471,4.541086,53.164510,5.655109
43.138547,4.540447,53.730030,5.655243
43.592627,4.541124,54.295566,5.655088
